URI	rdf-schema#label	country_label	country	populationTotal	wgs84_pos#lat	wgs84_pos#long
URI	http://www.w3.org/2000/01/rdf-schema#label	http://dbpedia.org/ontology/country	http://dbpedia.org/ontology/country	http://dbpedia.org/ontology/populationTotal	http://www.w3.org/2003/01/geo/wgs84_pos#lat	http://www.w3.org/2003/01/geo/wgs84_pos#long
URI	XMLSchema#string	XMLSchema#string	Country	XMLSchema#nonNegativeInteger	XMLSchema#float	XMLSchema#float
http://www.w3.org/2002/07/owl#Thing	http://www.w3.org/2001/XMLSchema#string	http://www.w3.org/2001/XMLSchema#string	http://dbpedia.org/ontology/Country	http://www.w3.org/2001/XMLSchema#nonNegativeInteger	http://www.w3.org/2001/XMLSchema#float	http://www.w3.org/2001/XMLSchema#float
http://dbpedia.org/resource/Kud	Kud	India	http://dbpedia.org/resource/India	1140	33.08	75.28
http://dbpedia.org/resource/Kuju,_Hazaribag	Kuju Hazaribag	India	http://dbpedia.org/resource/India	18049	23.72	85.5
http://dbpedia.org/resource/Kumbhraj	Kumbhraj	India	http://dbpedia.org/resource/India	13999	24.37	77.05
http://dbpedia.org/resource/Kumhari	Kumhari	India	http://dbpedia.org/resource/India	29737	21.27	81.52
http://dbpedia.org/resource/Kundgol	Kundgol	India	http://dbpedia.org/resource/India	16837	15.25	75.25
http://dbpedia.org/resource/Kunigal	Kunigal	India	http://dbpedia.org/resource/India	30291	13.02	77.03
http://dbpedia.org/resource/Kunzer	Kunzer	India	http://dbpedia.org/resource/India	1901	34.09	74.5
http://dbpedia.org/resource/Kurduvadi	Kurduvadi	India	http://dbpedia.org/resource/India	22773	18.08	75.43
http://dbpedia.org/resource/Kurgunta	Kurgunta	India	http://dbpedia.org/resource/India	8584	17.2	77.35
http://dbpedia.org/resource/Kurinjipadi	Kurinjipadi	India	http://dbpedia.org/resource/India	23159	11.57	79.6
http://dbpedia.org/resource/Kurud	Kurud	India	http://dbpedia.org/resource/India	11469	20.83	81.72
http://dbpedia.org/resource/Kushtagi	Kushtagi	India	http://dbpedia.org/resource/India	21180	15.77	76.2
http://dbpedia.org/resource/Ladnu	Ladnu	India	http://dbpedia.org/resource/India	57047	27.65	74.3833
http://dbpedia.org/resource/Lahar,_India	Lahar India	India	http://dbpedia.org/resource/India	28253	24.9	79.02
http://dbpedia.org/resource/Laharpur	Laharpur	India	http://dbpedia.org/resource/India	50080	27.72	80.9
http://dbpedia.org/resource/Lakheri	Lakheri	India	http://dbpedia.org/resource/India	26910	25.67	76.17
http://dbpedia.org/resource/Lakhipur	Lakhipur	India	http://dbpedia.org/resource/India	12545	24.8	93.02
http://dbpedia.org/resource/Laksar	Laksar	India	http://dbpedia.org/resource/India	18240	29.77	78.05
http://dbpedia.org/resource/Lalkuan	Lalkuan	India	http://dbpedia.org/resource/India	6524	29.08	79.52
http://dbpedia.org/resource/Lalsot	Lalsot	India	http://dbpedia.org/resource/India	192278	26.57	76.33
http://dbpedia.org/resource/Landhaura	Landhaura	India	http://dbpedia.org/resource/India	16022	29.82	77.93
http://dbpedia.org/resource/Lanja	Lanja	India	http://dbpedia.org/resource/India	12278	16.85	73.55
http://dbpedia.org/resource/Lasalgaon	Lasalgaon	India	http://dbpedia.org/resource/India	12525	20.15	74.23
http://dbpedia.org/resource/Lingasugur	Lingasugur	India	http://dbpedia.org/resource/India	34932	16.17	76.52
http://dbpedia.org/resource/Lodhikheda	Lodhikheda	India	http://dbpedia.org/resource/India	9302	21.58	78.83
http://dbpedia.org/resource/Losal	Losal	India	http://dbpedia.org/resource/India	25355	27.4	74.92
http://dbpedia.org/resource/Lormi	Lormi	India	http://dbpedia.org/resource/India	12158	22.28	81.73
http://dbpedia.org/resource/Machalpur	Machalpur	India	http://dbpedia.org/resource/India	7884	24.13	76.3
http://dbpedia.org/resource/Macherla	Macherla	India	http://dbpedia.org/resource/India	49113	16.48	79.43
http://dbpedia.org/resource/Machhiwara	Machhiwara	India	http://dbpedia.org/resource/India	18363	30.91	76.2
http://dbpedia.org/resource/Machhali_Shahar	Machhali Shahar	India	http://dbpedia.org/resource/India	22943	25.68	82.42
http://dbpedia.org/resource/Madambakkam	Madambakkam	India	http://dbpedia.org/resource/India	16556	12.9038	80.1586
http://dbpedia.org/resource/Madanpur,_India	Madanpur India	India	http://dbpedia.org/resource/India	12030	23.02	88.48
http://dbpedia.org/resource/Madhoganj	Madhoganj	India	http://dbpedia.org/resource/India	9861	27.12	80.15
http://dbpedia.org/resource/Madhugiri	Madhugiri	India	http://dbpedia.org/resource/India	26351	13.66	77.21
http://dbpedia.org/resource/Madhupur,_Deoghar	Madhupur Deoghar	India	http://dbpedia.org/resource/India	200000	24.25	86.65
http://dbpedia.org/resource/Magam	Magam	India	http://dbpedia.org/resource/India	4306	34.08	74.58
http://dbpedia.org/resource/Mahaban	Mahaban	India	http://dbpedia.org/resource/India	8608	27.43	77.75
http://dbpedia.org/resource/Mahemdavad	Mahemdavad	India	http://dbpedia.org/resource/India	30769	22.83	72.77
http://dbpedia.org/resource/Maholi	Maholi	India	http://dbpedia.org/resource/India	18406	27.67	80.47
http://dbpedia.org/resource/Mahudha	Mahudha	India	http://dbpedia.org/resource/India	15780	22.82	72.93
http://dbpedia.org/resource/Maindargi	Maindargi	India	http://dbpedia.org/resource/India	11754	17.47	76.3
http://dbpedia.org/resource/Mairang	Mairang	India	http://dbpedia.org/resource/India	11517	25.57	91.63
http://dbpedia.org/resource/Majitha	Majitha	India	http://dbpedia.org/resource/India	13006	31.76	74.95
http://dbpedia.org/resource/Maksi	Maksi	India	http://dbpedia.org/resource/India	98392	23.27	76.15
http://dbpedia.org/resource/Makum	Makum	India	http://dbpedia.org/resource/India	15058	27.5	95.45
http://dbpedia.org/resource/Malavalli	Malavalli	India	http://dbpedia.org/resource/India	35800	12.38	77.08
http://dbpedia.org/resource/Malihabad	Malihabad	India	http://dbpedia.org/resource/India	15806	{26.92|26.94}	80.72
http://dbpedia.org/resource/Malkapur,_Buldhana	Malkapur Buldhana	India	http://dbpedia.org/resource/India	72015	{20.52|20.536}	{76.1124|76.12}
http://dbpedia.org/resource/Malkapur,_Kolhapur	Malkapur Kolhapur	India	http://dbpedia.org/resource/India	5503	16.93	73.92
http://dbpedia.org/resource/Malkera	Malkera	India	http://dbpedia.org/resource/India	9804	23.78	86.3
http://dbpedia.org/resource/Mallur,_Salem	Mallur Salem	India	http://dbpedia.org/resource/India	52482	11.55	78.13
http://dbpedia.org/resource/Malpura	Malpura	India	http://dbpedia.org/resource/India	27242	26.28	75.38
http://dbpedia.org/resource/Manamadurai	Manamadurai	India	http://dbpedia.org/resource/India	26284	9.7	78.48
http://dbpedia.org/resource/Manawar	Manawar	India	http://dbpedia.org/resource/India	25460	22.23	75.08
http://dbpedia.org/resource/Manchar	Manchar	India	http://dbpedia.org/resource/India	13793	19.0	73.93
http://dbpedia.org/resource/Mandalgarh	Mandalgarh	India	http://dbpedia.org/resource/India	20161	25.2	75.1
http://dbpedia.org/resource/Mandapam	Mandapam	India	http://dbpedia.org/resource/India	15799	9.28	79.12
http://dbpedia.org/resource/Mandawar,_Rajasthan	Mandawar Rajasthan	India	http://dbpedia.org/resource/India	10108	24.58	76.25
http://dbpedia.org/resource/Manegaon,_Madhya_Pradesh	Manegaon Madhya Pradesh	India	http://dbpedia.org/resource/India	9174	21.85	80.25
http://dbpedia.org/resource/Mangawan	Mangawan	India	http://dbpedia.org/resource/India	11556	24.68	81.55
http://dbpedia.org/resource/Mangrol	Mangrol	India	http://dbpedia.org/resource/India	55094	21.12	70.12
http://dbpedia.org/resource/Mangrol,_Rajasthan	Mangrol Rajasthan	India	http://dbpedia.org/resource/India	21836	25.33	76.52
http://dbpedia.org/resource/Manjlegaon	Manjlegaon	India	http://dbpedia.org/resource/India	43969	19.15	76.23
http://dbpedia.org/resource/Mankachar	Mankachar	India	http://dbpedia.org/resource/India	28771	25.53	89.87
http://dbpedia.org/resource/Marandahalli	Marandahalli	India	http://dbpedia.org/resource/India	10171	12.4	78.0
http://dbpedia.org/resource/Mariahu	Mariahu	India	http://dbpedia.org/resource/India	20142	25.62	82.62
http://dbpedia.org/resource/Masaurhi	Masaurhi	India	http://dbpedia.org/resource/India	46943	{25.21|25.35}	{85.02|85.0333}
http://dbpedia.org/resource/Mataundh	Mataundh	India	http://dbpedia.org/resource/India	8278	25.45	80.15
http://dbpedia.org/resource/Mathabhanga	Mathabhanga	India	http://dbpedia.org/resource/India	21110	26.33	89.22
http://dbpedia.org/resource/Maudaha	Maudaha	India	http://dbpedia.org/resource/India	34417	25.68	80.12
http://dbpedia.org/resource/Mauganj	Mauganj	India	http://dbpedia.org/resource/India	22989	24.68	81.88
http://dbpedia.org/resource/Mayang_Imphal	Mayang Imphal	India	http://dbpedia.org/resource/India	20536	24.6	93.9
http://dbpedia.org/resource/Meghraj	Meghraj	India	http://dbpedia.org/resource/India	9891	23.5	73.5
http://dbpedia.org/resource/Mehnagar	Mehnagar	India	http://dbpedia.org/resource/India	13319	25.88	83.12
http://dbpedia.org/resource/Mekhliganj	Mekhliganj	India	http://dbpedia.org/resource/India	10833	26.35	88.92
http://dbpedia.org/resource/Milak	Milak	India	http://dbpedia.org/resource/India	25559	28.61	79.168
http://dbpedia.org/resource/Mihona	Mihona	India	http://dbpedia.org/resource/India	14799	26.28	78.98
http://dbpedia.org/resource/Mithapur	Mithapur	India	http://dbpedia.org/resource/India	13558	22.41	69.0
http://dbpedia.org/resource/Mohanpur_Mohammadpur	Mohanpur Mohammadpur	India	http://dbpedia.org/resource/India	8700	29.78	77.97
http://dbpedia.org/resource/Mohgaon	Mohgaon	India	http://dbpedia.org/resource/India	9890	21.65	78.72
http://dbpedia.org/resource/Moran_Town	Moran Town	India	http://dbpedia.org/resource/India	6784	27.18	94.93
http://dbpedia.org/resource/Moth,_Uttar_Pradesh	Moth Uttar Pradesh	India	http://dbpedia.org/resource/India	13029	25.72	78.95
http://dbpedia.org/resource/Muddebihal	Muddebihal	India	http://dbpedia.org/resource/India	28235	16.33	76.13
http://dbpedia.org/resource/Mudigere	Mudigere	India	http://dbpedia.org/resource/India	8962	13.13	75.63
http://dbpedia.org/resource/Mugma	Mugma	India	http://dbpedia.org/resource/India	2978	23.77	86.73
http://dbpedia.org/resource/Muhammadabad	Muhammadabad	India	http://dbpedia.org/resource/India	21385	25.63	83.75
http://dbpedia.org/resource/Mukundgarh	Mukundgarh	India	http://dbpedia.org/resource/India	17790	27.95	75.2167
http://dbpedia.org/resource/Mukerian	Mukerian	India	http://dbpedia.org/resource/India	21379	31.95	75.62
http://dbpedia.org/resource/Mul,_India	Mul India	India	http://dbpedia.org/resource/India	22256	20.07	79.67
http://dbpedia.org/resource/Sri_Muktsar_Sahib	Sri Muktsar Sahib	India	http://dbpedia.org/resource/India	117085	30.475	74.515
http://dbpedia.org/resource/Multai	Multai	India	http://dbpedia.org/resource/India	21428	21.77	78.25
http://dbpedia.org/resource/Mundgod	Mundgod	India	http://dbpedia.org/resource/India	16171	14.97	75.03
http://dbpedia.org/resource/Mundwa	Mundwa	India	http://dbpedia.org/resource/India	16004	27.07	73.82
http://dbpedia.org/resource/Mungaoli	Mungaoli	India	http://dbpedia.org/resource/India	9000	24.42	78.1
http://dbpedia.org/resource/Mungeli	Mungeli	India	http://dbpedia.org/resource/India	27387	22.07	81.68
http://dbpedia.org/resource/Muradnagar	Muradnagar	India	http://dbpedia.org/resource/India	100080	28.78	77.5
http://dbpedia.org/resource/Murbad	Murbad	India	http://dbpedia.org/resource/India	15823	19.25	73.4
http://dbpedia.org/resource/Murgud	Murgud	India	http://dbpedia.org/resource/India	9200	16.4	74.2
http://dbpedia.org/resource/Murud,_Raigad	Murud Raigad	India	http://dbpedia.org/resource/India	12551	17.77	73.12
http://dbpedia.org/resource/Murum,_India	Murum India	India	http://dbpedia.org/resource/India	17232	18.07	74.32
http://dbpedia.org/resource/Musabani	Musabani	India	http://dbpedia.org/resource/India	33892	22.52	86.45
http://dbpedia.org/resource/Musafirkhana	Musafirkhana	India	http://dbpedia.org/resource/India	7873	{26.37|26.45}	81.8
http://dbpedia.org/resource/Nabadwip	Nabadwip	India	http://dbpedia.org/resource/India	175474	23.42	88.37
http://dbpedia.org/resource/Nagapur	Nagapur	India	http://dbpedia.org/resource/India	7062	18.87	76.43
http://dbpedia.org/resource/Nagothana	Nagothana	India	http://dbpedia.org/resource/India	10168	18.53	73.13
http://dbpedia.org/resource/Nagram	Nagram	India	http://dbpedia.org/resource/India	9218	26.62	81.13
http://dbpedia.org/resource/Naharkatiya	Naharkatiya	India	http://dbpedia.org/resource/India	15528	27.28	95.33
http://dbpedia.org/resource/Nainwa	Nainwa	India	http://dbpedia.org/resource/India	15172	25.77	75.85
http://dbpedia.org/resource/Nallur,_Kanyakumari	Nallur Kanyakumari	India	http://dbpedia.org/resource/India	15266	10.92	79.32
http://dbpedia.org/resource/Nambiyur	Nambiyur	India	http://dbpedia.org/resource/India	15651	11.37	77.33
http://dbpedia.org/resource/Nambol	Nambol	India	http://dbpedia.org/resource/India	18117	24.71	93.84
http://dbpedia.org/resource/Namli	Namli	India	http://dbpedia.org/resource/India	8475	23.43	75.05
http://dbpedia.org/resource/Nanauta	Nanauta	India	http://dbpedia.org/resource/India	16992	29.71	77.42
http://dbpedia.org/resource/Nandaprayag	Nandaprayag	India	http://dbpedia.org/resource/India	1433	30.33	79.33
http://dbpedia.org/resource/Nandurbar	Nandurbar	India	http://dbpedia.org/resource/India	94368	21.37	74.25
http://dbpedia.org/resource/Nangavalli	Nangavalli	India	http://dbpedia.org/resource/India	9610	11.75	77.88
http://dbpedia.org/resource/Nanguneri	Nanguneri	India	http://dbpedia.org/resource/India	6764	8.48	77.67
http://dbpedia.org/resource/Nanpara	Nanpara	India	http://dbpedia.org/resource/India	42771	27.87	81.5
http://dbpedia.org/resource/Narasimharajapura	Narasimharajapura	India	http://dbpedia.org/resource/India	7441	13.62	75.52
http://dbpedia.org/resource/Narauli	Narauli	India	http://dbpedia.org/resource/India	16682	28.5	78.72
http://dbpedia.org/resource/Naravarikuppam	Naravarikuppam	India	http://dbpedia.org/resource/India	18327	13.2	80.17
http://dbpedia.org/resource/Narayanavanam	Narayanavanam	India	http://dbpedia.org/resource/India	10965	13.42	79.58
http://dbpedia.org/resource/Narendra_Nagar	Narendra Nagar	India	http://dbpedia.org/resource/India	4796	30.17	78.3
http://dbpedia.org/resource/Naregal,_Gadag	Naregal Gadag	India	http://dbpedia.org/resource/India	16652	15.58	75.82
http://dbpedia.org/resource/Nargund	Nargund	India	http://dbpedia.org/resource/India	32548	15.72	75.38
http://dbpedia.org/resource/Narwana	Narwana	India	http://dbpedia.org/resource/India	50435	29.6167	{76.1117|76.1167}
http://dbpedia.org/resource/Naspur	Naspur	India	http://dbpedia.org/resource/India	14746	{18.83|18.8604}	{79.45|79.4849}
http://dbpedia.org/resource/Nattarasankottai	Nattarasankottai	India	http://dbpedia.org/resource/India	5887	9.87	78.57
http://dbpedia.org/resource/Navalgund	Navalgund	India	http://dbpedia.org/resource/India	22200	15.57	75.37
http://dbpedia.org/resource/Navalpattu	Navalpattu	India	http://dbpedia.org/resource/India	16020	{10.7375|10.7425}	{78.7667|78.7672}
http://dbpedia.org/resource/Nawa,_Rajasthan	Nawa Rajasthan	India	http://dbpedia.org/resource/India	18226	27.02	75.0
http://dbpedia.org/resource/Nawapur	Nawapur	India	http://dbpedia.org/resource/India	29887	19.78	72.68
http://dbpedia.org/resource/Nehtaur	Nehtaur	India	http://dbpedia.org/resource/India	44301	29.33	78.38
http://dbpedia.org/resource/Nerkunram	Nerkunram	India	http://dbpedia.org/resource/India	39544	13.0707	80.1846
http://dbpedia.org/resource/Nilakkottai	Nilakkottai	India	http://dbpedia.org/resource/India	19630	10.17	77.87
http://dbpedia.org/resource/Nimbahera	Nimbahera	India	http://dbpedia.org/resource/India	86453	24.62	74.68
http://dbpedia.org/resource/Nirsa	Nirsa	India	http://dbpedia.org/resource/India	1300903	23.78	86.72
http://dbpedia.org/resource/Nizamabad,_Uttar_Pradesh	Nizamabad Uttar Pradesh	India	http://dbpedia.org/resource/India	12096	26.05	83.06
http://dbpedia.org/resource/Nohar	Nohar	India	http://dbpedia.org/resource/India	42302	29.18	74.77
http://dbpedia.org/resource/Nokha,_Bikaner	Nokha Bikaner	India	http://dbpedia.org/resource/India	49704	27.6	73.42
http://dbpedia.org/resource/North_Guwahati	North Guwahati	India	http://dbpedia.org/resource/India	16131	26.18	91.72
http://dbpedia.org/resource/Nowshehra	Nowshehra	India	http://dbpedia.org/resource/India	9122	{33.04|34.13}	{74.14|74.8}
http://dbpedia.org/resource/Nurpur,_India	Nurpur India	India	http://dbpedia.org/resource/India	9066	32.3	75.9
http://dbpedia.org/resource/Nuh_(city)	Nuh (city)	India	http://dbpedia.org/resource/India	11038	28.12	77.02
http://dbpedia.org/resource/Obra,_Uttar_Pradesh	Obra Uttar Pradesh	India	http://dbpedia.org/resource/India	52398	24.42	82.98
http://dbpedia.org/resource/Oran,_India	Oran India	India	http://dbpedia.org/resource/India	6189	25.38	80.75
http://dbpedia.org/resource/Pachora	Pachora	India	http://dbpedia.org/resource/India	45333	20.67	75.35
http://dbpedia.org/resource/Pachperwa	Pachperwa	India	http://dbpedia.org/resource/India	14329	27.52	82.65
http://dbpedia.org/resource/Padampur	Padampur	India	http://dbpedia.org/resource/India	25000	29.68	73.62
http://dbpedia.org/resource/Paddhari	Paddhari	India	http://dbpedia.org/resource/India	9225	22.43	70.6
http://dbpedia.org/resource/Padmapur	Padmapur	India	http://dbpedia.org/resource/India	15438	21.0	83.07
http://dbpedia.org/resource/Pahasu	Pahasu	India	http://dbpedia.org/resource/India	17116	28.18	78.05
http://dbpedia.org/resource/Palakkodu	Palakkodu	India	http://dbpedia.org/resource/India	18614	12.3	78.08
http://dbpedia.org/resource/Palamedu	Palamedu	India	http://dbpedia.org/resource/India	8187	10.12	78.12
http://dbpedia.org/resource/Palasbari	Palasbari	India	http://dbpedia.org/resource/India	4741	26.13	91.5
http://dbpedia.org/resource/Palayam,_Kanyakumari	Palayam Kanyakumari	India	http://dbpedia.org/resource/India	14096	8.48333	76.9167
http://dbpedia.org/resource/Palera	Palera	India	http://dbpedia.org/resource/India	14646	25.02	79.23
http://dbpedia.org/resource/Panagar	Panagar	India	http://dbpedia.org/resource/India	25143	23.3	79.98
http://dbpedia.org/resource/Pampore	Pampore	India	http://dbpedia.org/resource/India	46595	34.02	74.93
http://dbpedia.org/resource/Panara	Panara	India	http://dbpedia.org/resource/India	4144	22.07	78.55
http://dbpedia.org/resource/Pandavapura	Pandavapura	India	http://dbpedia.org/resource/India	18236	12.5	76.67
http://dbpedia.org/resource/Pandhana	Pandhana	India	http://dbpedia.org/resource/India	10999	21.7	76.22
http://dbpedia.org/resource/Pandhurna	Pandhurna	India	http://dbpedia.org/resource/India	40906	21.6	78.52
http://dbpedia.org/resource/Pansemal	Pansemal	India	http://dbpedia.org/resource/India	10745	{21.65|21.66}	74.7
http://dbpedia.org/resource/Pappinisseri	Pappinisseri	India	http://dbpedia.org/resource/India	33266	11.95	75.35
http://dbpedia.org/resource/Parichha	Parichha	India	http://dbpedia.org/resource/India	6849	25.52	78.75
http://dbpedia.org/resource/Parole,_India	Parole India	India	http://dbpedia.org/resource/India	7074	32.35	75.43
http://dbpedia.org/resource/Partur	Partur	India	http://dbpedia.org/resource/India	28941	19.6	76.22
http://dbpedia.org/resource/Patancheru	Patancheru	India	http://dbpedia.org/resource/India	40332	17.53	78.27
http://dbpedia.org/resource/Pathalgaon	Pathalgaon	India	http://dbpedia.org/resource/India	14054	22.57	83.47
http://dbpedia.org/resource/Pathardi	Pathardi	India	http://dbpedia.org/resource/India	22827	19.17	75.18
http://dbpedia.org/resource/Pathri	Pathri	India	http://dbpedia.org/resource/India	31997	19.25	76.45
http://dbpedia.org/resource/Pathardih	Pathardih	India	http://dbpedia.org/resource/India	39527	23.67	86.43
http://dbpedia.org/resource/Patnagarh	Patnagarh	India	http://dbpedia.org/resource/India	18685	20.72	83.15
http://dbpedia.org/resource/Patratu	Patratu	India	http://dbpedia.org/resource/India	32132	23.67	85.28
http://dbpedia.org/resource/Patur	Patur	India	http://dbpedia.org/resource/India	20531	{20.45|20.46}	{76.93|76.94}
http://dbpedia.org/resource/Pauni	Pauni	India	http://dbpedia.org/resource/India	22583	20.78	79.63
http://dbpedia.org/resource/Pawai	Pawai	India	http://dbpedia.org/resource/India	12003	24.27	80.17
http://dbpedia.org/resource/Pehowa	Pehowa	India	http://dbpedia.org/resource/India	33547	29.98	76.58
http://dbpedia.org/resource/Pendra	Pendra	India	http://dbpedia.org/resource/India	12392	22.77	81.95
http://dbpedia.org/resource/Pennadam	Pennadam	India	http://dbpedia.org/resource/India	17142	11.4	79.23
http://dbpedia.org/resource/Pennagaram	Pennagaram	India	http://dbpedia.org/resource/India	15294	12.13	77.9
http://dbpedia.org/resource/Peraiyur	Peraiyur	India	http://dbpedia.org/resource/India	8880	9.72	77.8
http://dbpedia.org/resource/Peravurani	Peravurani	India	http://dbpedia.org/resource/India	21025	10.3	79.18
http://dbpedia.org/resource/Periyakulam	Periyakulam	India	http://dbpedia.org/resource/India	39185	{10.07|10.12}	{77.33|77.55}
http://dbpedia.org/resource/Periyapatti	Periyapatti	India	http://dbpedia.org/resource/India	10333	10.75	77.27
http://dbpedia.org/resource/Pernem	Pernem	India	http://dbpedia.org/resource/India	5285	15.7169	73.7978
http://dbpedia.org/resource/Petlawad	Petlawad	India	http://dbpedia.org/resource/India	12419	23.0	74.8
http://dbpedia.org/resource/Phalauda	Phalauda	India	http://dbpedia.org/resource/India	17200	29.18	77.82
http://dbpedia.org/resource/Phulera	Phulera	India	http://dbpedia.org/resource/India	21639	26.87	75.23
http://dbpedia.org/resource/Phulpur,_Azamgarh	Phulpur Azamgarh	India	http://dbpedia.org/resource/India	8310	25.52	82.82
http://dbpedia.org/resource/Phulwari_Sharif	Phulwari Sharif	India	http://dbpedia.org/resource/India	54000	25.5775	85.0794
http://dbpedia.org/resource/Pihani	Pihani	India	http://dbpedia.org/resource/India	27535	27.63	80.2
http://dbpedia.org/resource/Pilibanga	Pilibanga	India	http://dbpedia.org/resource/India	33607	29.45	74.08
http://dbpedia.org/resource/Pipili	Pipili	India	http://dbpedia.org/resource/India	14263	20.12	85.83
http://dbpedia.org/resource/Pipri	Pipri	India	http://dbpedia.org/resource/India	13213	24.18	83.0
http://dbpedia.org/resource/Pipraich	Pipraich	India	http://dbpedia.org/resource/India	14829	26.83	83.53
http://dbpedia.org/resource/Pirawa	Pirawa	India	http://dbpedia.org/resource/India	11182	24.17	76.03
http://dbpedia.org/resource/Pithora	Pithora	India	http://dbpedia.org/resource/India	7929	21.27	82.52
http://dbpedia.org/resource/Polasara	Polasara	India	http://dbpedia.org/resource/India	19566	19.7	84.82
http://dbpedia.org/resource/Ponneri	Ponneri	India	http://dbpedia.org/resource/India	24205	13.32	80.2
http://dbpedia.org/resource/Porsa	Porsa	India	http://dbpedia.org/resource/India	37824	26.67	78.37
http://dbpedia.org/resource/Pukhrayan	Pukhrayan	India	http://dbpedia.org/resource/India	19908	26.23	79.85
http://dbpedia.org/resource/Puliyur,_Karur	Puliyur Karur	India	http://dbpedia.org/resource/India	10845	10.63	78.83
http://dbpedia.org/resource/Punganur	Punganur	India	http://dbpedia.org/resource/India	70000	13.3667	78.5833
http://dbpedia.org/resource/Purna	Purna	India	http://dbpedia.org/resource/India	33231	19.18	77.05
http://dbpedia.org/resource/Purwa	Purwa	India	http://dbpedia.org/resource/India	21195	26.47	80.78
http://dbpedia.org/resource/Rabupura	Rabupura	India	http://dbpedia.org/resource/India	13024	28.25	77.6
http://dbpedia.org/resource/Rafiganj	Rafiganj	India	http://dbpedia.org/resource/India	23889	24.82	84.65
http://dbpedia.org/resource/Raghunathpur,_Buxar	Raghunathpur Buxar	India	http://dbpedia.org/resource/India	5601	25.33	84.19
http://dbpedia.org/resource/Rahon	Rahon	India	http://dbpedia.org/resource/India	12046	31.05	76.12
http://dbpedia.org/resource/Rahatgarh	Rahatgarh	India	http://dbpedia.org/resource/India	25217	23.78	78.37
http://dbpedia.org/resource/Raikot	Raikot	India	http://dbpedia.org/resource/India	24738	30.65	75.6
http://dbpedia.org/resource/Rahuri	Rahuri	India	http://dbpedia.org/resource/India	34465	19.38	74.65
http://dbpedia.org/resource/Rajakhera	Rajakhera	India	http://dbpedia.org/resource/India	28339	26.54	78.1
http://dbpedia.org/resource/Rajaldesar	Rajaldesar	India	http://dbpedia.org/resource/India	22837	28.03	74.47
http://dbpedia.org/resource/Rajauri	Rajauri	India	http://dbpedia.org/resource/India	41552	33.38	74.3
http://dbpedia.org/resource/Rajpur,_Madhya_Pradesh	Rajpur Madhya Pradesh	India	http://dbpedia.org/resource/India	17913	21.93	75.13
http://dbpedia.org/resource/Rajpur_Sonarpur	Rajpur Sonarpur	India	http://dbpedia.org/resource/India	423806	{22.41|22.42}	88.42
http://dbpedia.org/resource/Rajura	Rajura	India	http://dbpedia.org/resource/India	25842	19.78	79.37
http://dbpedia.org/resource/Ramkola	Ramkola	India	http://dbpedia.org/resource/India	NULL	26.9	83.84
http://dbpedia.org/resource/Rampachodavaram	Rampachodavaram	India	http://dbpedia.org/resource/India	9633	17.45	81.7667
http://dbpedia.org/resource/Ranapur	Ranapur	India	http://dbpedia.org/resource/India	10617	22.65	74.53
http://dbpedia.org/resource/Ramtek	Ramtek	India	http://dbpedia.org/resource/India	22517	21.4	79.33
http://dbpedia.org/resource/Ranavav	Ranavav	India	http://dbpedia.org/resource/India	45000	21.68	69.75
http://dbpedia.org/resource/Ranbir_Singh_Pora	Ranbir Singh Pora	India	http://dbpedia.org/resource/India	13563	32.63	74.73
http://dbpedia.org/resource/Rani,_Rajasthan	Rani Rajasthan	India	http://dbpedia.org/resource/India	12376	25.37	73.3
http://dbpedia.org/resource/Raniganj	Raniganj	India	http://dbpedia.org/resource/India	122891	23.62	87.13
http://dbpedia.org/resource/Ranipur,_Uttar_Pradesh	Ranipur Uttar Pradesh	India	http://dbpedia.org/resource/India	18029	25.25	79.07
http://dbpedia.org/resource/Rapar	Rapar	India	http://dbpedia.org/resource/India	40000	23.57	70.63
http://dbpedia.org/resource/Rasra	Rasra	India	http://dbpedia.org/resource/India	29263	25.85	83.85
http://dbpedia.org/resource/Rasulabad	Rasulabad	India	http://dbpedia.org/resource/India	7235	26.68	79.78
http://dbpedia.org/resource/Ratia	Ratia	India	http://dbpedia.org/resource/India	23821	29.68	75.58
http://dbpedia.org/resource/Rawatsar	Rawatsar	India	http://dbpedia.org/resource/India	28383	29.28	74.38
http://dbpedia.org/resource/Rayachoti	Rayachoti	India	http://dbpedia.org/resource/India	152189	14.05	78.75
http://dbpedia.org/resource/Reasi	Reasi	India	http://dbpedia.org/resource/India	36355	33.08	74.83
http://dbpedia.org/resource/Rehli	Rehli	India	http://dbpedia.org/resource/India	25913	23.63	79.08
http://dbpedia.org/resource/Rehti	Rehti	India	http://dbpedia.org/resource/India	9741	22.73	77.43
http://dbpedia.org/resource/Renigunta	Renigunta	India	http://dbpedia.org/resource/India	78000	13.65	79.52
http://dbpedia.org/resource/Richha	Richha	India	http://dbpedia.org/resource/India	17482	28.694	79.521
http://dbpedia.org/resource/Rohru	Rohru	India	http://dbpedia.org/resource/India	13452	31.22	77.75
http://dbpedia.org/resource/Ron,_Karnataka	Ron Karnataka	India	http://dbpedia.org/resource/India	21671	15.67	75.73
http://dbpedia.org/resource/Rudauli	Rudauli	India	http://dbpedia.org/resource/India	36804	26.75	81.75
http://dbpedia.org/resource/Rudraprayag	Rudraprayag	India	http://dbpedia.org/resource/India	2242	30.28	78.98
